first_name,second_name,season,now_cost,selected_by_percent,total_points,minutes,goals_scored,assists,creativity,threat,clean_sheets,goals_conceded,yellow_cards,red_cards,influence,ict_index,bonus,bps,goals_per_90,assists_per_90,goal_involvement,goal_involvement_per_90,clean_sheet_rate,total_cards,cards_per_90,points_per_cost,rank_in_season,season_encoded,player_name
Alexis,Sánchez,2016-17,0.0,29.7,264,3217,24,11,1278.3,1896.0,13,41,6,0,1357.8,453.4,32,834,0.671,0.308,35,0.979,0.364,6,0.168,0.0,1,0,Alexis Sánchez
Bamidele,Alli,2016-17,0.0,32.3,225,3036,18,11,778.7,1270.0,17,22,4,0,969.6,301.7,17,679,0.534,0.326,29,0.86,0.504,4,0.119,0.0,2,0,Bamidele Alli
Eden,Hazard,2016-17,0.0,30.6,224,2985,16,9,1306.8,1162.0,17,29,3,0,1044.6,351.6,33,869,0.482,0.271,25,0.754,0.513,3,0.09,0.0,3,0,Eden Hazard
Harry,Kane,2016-17,0.0,23.3,224,2523,29,7,548.4,1530.0,14,19,3,0,1279.0,336.0,33,920,1.034,0.25,36,1.284,0.499,3,0.107,0.0,3,0,Harry Kane
Romelu,Lukaku,2016-17,0.0,32.2,221,3266,25,6,701.4,1670.0,13,42,3,0,1171.6,354.1,33,824,0.689,0.165,31,0.854,0.358,3,0.083,0.0,5,0,Romelu Lukaku
Christian,Eriksen,2016-17,0.0,17.9,218,3159,8,20,1679.2,1244.0,16,24,0,0,974.6,389.7,30,798,0.228,0.57,28,0.798,0.456,0,0.0,0.0,6,0,Christian Eriksen
Kevin,De Bruyne,2016-17,0.0,10.4,199,2877,6,21,1702.0,790.0,11,34,4,0,872.4,336.6,33,825,0.188,0.657,27,0.845,0.344,4,0.125,0.0,7,0,Kevin De Bruyne
Diego,Da Silva Costa,2016-17,0.0,32.2,196,3083,20,11,687.9,1891.0,14,30,10,0,982.6,355.0,25,657,0.584,0.321,31,0.905,0.409,10,0.292,0.0,8,0,Diego Da Silva Costa
Gylfi,Sigurdsson,2016-17,0.0,10.8,181,3327,9,13,1302.7,1074.0,7,70,2,0,905.4,328.3,18,684,0.243,0.352,22,0.595,0.189,2,0.054,0.0,9,0,Gylfi Sigurdsson
Roberto,Firmino,2016-17,0.0,8.8,180,3062,11,11,1127.3,1569.0,11,39,5,0,869.6,356.9,17,639,0.323,0.323,22,0.647,0.323,5,0.147,0.0,10,0,Roberto Firmino
Joshua,King,2016-17,0.0,19.3,178,2714,16,3,474.6,1007.0,9,54,1,0,835.2,231.6,17,553,0.531,0.099,19,0.63,0.298,1,0.033,0.0,11,0,Joshua King
Gary,Cahill,2016-17,0.0,15.3,178,3296,6,0,100.8,400.0,17,29,5,0,831.6,133.3,15,778,0.164,0.0,6,0.164,0.464,5,0.137,0.0,11,0,Gary Cahill
Marcos,Alonso,2016-17,0.0,16.0,177,2693,6,5,420.4,536.0,15,19,2,0,618.2,157.6,11,675,0.201,0.167,11,0.368,0.501,2,0.067,0.0,13,0,Marcos Alonso
Sergio,Agüero,2016-17,0.0,17.6,175,2404,20,5,518.2,1853.0,8,30,4,1,871.8,323.9,32,640,0.749,0.187,25,0.936,0.3,6,0.225,0.0,14,0,Sergio Agüero
Heung-Min,Son,2016-17,0.0,11.0,174,2063,14,9,642.3,1161.0,10,18,2,0,753.4,255.6,13,512,0.611,0.393,23,1.003,0.436,2,0.087,0.0,15,0,Heung-Min Son
Philippe,Coutinho,2016-17,0.0,26.0,171,2228,13,8,1081.8,1125.0,8,27,2,0,860.0,306.5,21,631,0.525,0.323,21,0.848,0.323,2,0.081,0.0,16,0,Philippe Coutinho
César,Azpilicueta,2016-17,0.0,18.1,170,3420,1,5,422.8,150.0,16,33,4,0,792.8,136.8,22,872,0.026,0.132,6,0.158,0.421,4,0.105,0.0,17,0,César Azpilicueta
Mesut,Özil,2016-17,0.0,7.5,167,2841,8,11,1649.3,734.0,12,30,2,0,834.4,322.0,19,729,0.253,0.348,19,0.602,0.38,2,0.063,0.0,18,0,Mesut Özil
Jermain,Defoe,2016-17,0.0,16.1,166,3322,15,3,274.5,1379.0,6,63,1,0,630.4,227.0,24,529,0.406,0.081,18,0.488,0.163,1,0.027,0.0,19,0,Jermain Defoe
Zlatan,Ibrahimovic,2016-17,0.0,22.8,163,2438,17,7,775.0,1694.0,11,22,7,0,807.8,327.3,28,540,0.628,0.258,24,0.886,0.406,7,0.258,0.0,20,0,Zlatan Ibrahimovic
Pedro,Rodríguez Ledesma,2016-17,0.0,8.5,162,2140,9,10,697.9,669.0,15,15,6,0,639.0,198.8,18,580,0.379,0.421,19,0.799,0.631,6,0.252,0.0,21,0,Pedro Rodríguez Ledesma
Jamie,Vardy,2016-17,0.0,13.9,161,2801,13,8,450.4,955.0,7,57,2,1,629.8,202.5,24,555,0.418,0.257,21,0.675,0.225,4,0.129,0.0,22,0,Jamie Vardy
Sadio,Mané,2016-17,0.0,7.8,156,2242,13,7,660.7,1074.0,8,26,4,0,727.0,246.0,14,502,0.522,0.281,20,0.803,0.321,4,0.161,0.0,23,0,Sadio Mané
Tom,Heaton,2016-17,0.0,18.6,149,3150,0,0,30.3,0.0,10,48,1,0,1001.6,103.2,21,741,0.0,0.0,0,0.0,0.286,1,0.029,0.0,24,0,Tom Heaton
Wilfried,Zaha,2016-17,0.0,11.9,149,3019,7,11,606.4,865.0,7,56,8,0,740.4,221.2,13,481,0.209,0.328,18,0.537,0.209,8,0.238,0.0,24,0,Wilfried Zaha
Raheem,Sterling,2016-17,0.0,10.6,149,2509,7,14,688.3,1170.0,9,27,7,0,527.0,237.7,11,468,0.251,0.502,21,0.753,0.323,7,0.251,0.0,24,0,Raheem Sterling
Georginio,Wijnaldum,2016-17,0.0,1.7,149,2974,6,9,694.5,639.0,11,37,2,0,648.4,198.5,14,650,0.182,0.272,15,0.454,0.333,2,0.061,0.0,24,0,Georginio Wijnaldum
Fernando,Llorente,2016-17,0.0,9.4,146,2442,15,3,489.6,1086.0,5,51,2,0,639.8,220.3,22,512,0.553,0.111,18,0.663,0.184,2,0.074,0.0,28,0,Fernando Llorente
Ross,Barkley,2016-17,0.0,6.6,144,2900,5,11,1237.6,973.0,12,36,5,0,692.4,290.3,11,534,0.155,0.341,16,0.497,0.372,5,0.155,0.0,29,0,Ross Barkley
Hugo,Lloris,2016-17,0.0,7.9,143,3004,0,0,20.0,2.0,15,24,0,0,664.6,68.7,6,665,0.0,0.0,0,0.0,0.449,0,0.0,0.0,30,0,Hugo Lloris
Kyle,Walker,2016-17,0.0,27.6,142,2701,0,6,570.5,264.0,14,21,8,0,564.0,140.2,18,640,0.0,0.2,6,0.2,0.466,8,0.267,0.0,31,0,Kyle Walker
Thibaut,Courtois,2016-17,0.0,14.1,141,3240,0,0,0.0,0.0,16,28,1,0,517.6,52.0,0,623,0.0,0.0,0,0.0,0.444,1,0.028,0.0,32,0,Thibaut Courtois
Adam,Lallana,2016-17,0.0,9.1,139,2338,8,7,693.0,825.0,9,32,3,0,679.4,219.5,14,543,0.308,0.269,15,0.577,0.346,3,0.115,0.0,33,0,Adam Lallana
James,Milner,2016-17,0.0,4.8,139,3154,7,4,937.0,493.0,12,35,5,0,919.0,235.2,16,682,0.2,0.114,11,0.314,0.342,5,0.143,0.0,33,0,James Milner
Christian,Benteke,2016-17,0.0,9.5,136,3131,15,2,484.4,1762.0,7,58,10,0,640.2,286.1,13,382,0.431,0.057,17,0.489,0.201,10,0.287,0.0,35,0,Christian Benteke
David,de Gea,2016-17,0.0,33.2,136,3150,0,0,10.0,0.0,14,29,2,0,542.4,55.0,5,575,0.0,0.0,0,0.0,0.4,2,0.057,0.0,35,0,David de Gea
Leighton,Baines,2016-17,0.0,11.0,135,2819,2,5,695.0,151.0,11,34,4,0,570.8,141.9,15,647,0.064,0.16,7,0.223,0.351,4,0.128,0.0,37,0,Leighton Baines
Petr,Cech,2016-17,0.0,13.7,134,3097,0,0,0.1,0.0,12,37,2,0,819.8,82.0,2,660,0.0,0.0,0,0.0,0.349,2,0.058,0.0,38,0,Petr Cech
Charlie,Daniels,2016-17,0.0,9.9,134,3060,4,3,528.3,302.0,10,53,1,0,698.2,152.9,14,692,0.118,0.088,7,0.206,0.294,1,0.029,0.0,38,0,Charlie Daniels
Fraser,Forster,2016-17,0.0,5.0,134,3420,0,0,10.0,0.0,14,48,3,0,553.6,56.4,4,625,0.0,0.0,0,0.0,0.368,3,0.079,0.0,38,0,Fraser Forster
Seamus,Coleman,2016-17,0.0,4.0,133,2316,4,4,308.9,297.0,10,28,3,0,596.0,120.3,15,548,0.155,0.155,8,0.311,0.389,3,0.117,0.0,41,0,Seamus Coleman
Robert,Snodgrass,2016-17,0.0,6.3,133,2548,7,6,1050.1,538.0,3,56,2,0,550.2,212.3,16,503,0.247,0.212,13,0.459,0.106,2,0.071,0.0,41,0,Robert Snodgrass
Manuel,Lanzini,2016-17,0.0,2.0,133,2708,8,3,863.3,629.0,9,53,9,0,639.0,213.5,20,635,0.266,0.1,11,0.366,0.299,9,0.299,0.0,41,0,Manuel Lanzini
Michail,Antonio,2016-17,0.0,5.3,132,2433,9,8,503.1,1105.0,7,43,4,1,622.4,222.7,8,410,0.333,0.296,17,0.629,0.259,6,0.222,0.0,44,0,Michail Antonio
David,Luiz Moreira Marinho,2016-17,0.0,5.0,132,2954,1,1,158.1,280.0,15,26,6,0,651.0,109.1,10,675,0.03,0.03,2,0.061,0.457,6,0.183,0.0,44,0,David Luiz Moreira Marinho
Etienne,Capoue,2016-17,0.0,22.9,131,3204,7,2,696.8,513.0,7,60,5,0,577.6,178.7,14,544,0.197,0.056,9,0.253,0.197,5,0.14,0.0,46,0,Etienne Capoue
Gareth,McAuley,2016-17,0.0,24.7,131,3140,6,1,74.3,367.0,7,45,5,0,913.8,135.4,14,576,0.172,0.029,7,0.201,0.201,5,0.143,0.0,46,0,Gareth McAuley
David,Silva,2016-17,0.0,2.8,130,2760,4,9,1388.4,801.0,12,32,6,0,671.2,286.2,12,621,0.13,0.293,13,0.424,0.391,6,0.196,0.0,48,0,David Silva
Troy,Deeney,2016-17,0.0,4.8,130,2944,10,4,555.9,900.0,6,52,7,0,617.4,206.8,18,441,0.306,0.122,14,0.428,0.183,7,0.214,0.0,48,0,Troy Deeney
Álvaro,Negredo,2016-17,0.0,10.9,130,2872,9,5,454.9,1078.0,10,45,5,0,542.4,207.1,17,436,0.282,0.157,14,0.439,0.313,5,0.157,0.0,48,0,Álvaro Negredo
Mohamed,Salah,2017-18,106.0,56.7,303,2905,32,12,942.5,2109.0,15,29,1,0,1496.2,454.4,26,881,0.991,0.372,44,1.363,0.465,1,0.031,2.858,1,1,Mohamed Salah
Raheem,Sterling,2017-18,91.0,27.6,229,2584,18,17,838.2,1488.0,13,23,3,1,969.8,329.7,19,701,0.627,0.592,35,1.219,0.453,5,0.174,2.516,2,1,Raheem Sterling
Harry,Kane,2017-18,131.0,37.7,217,3074,29,2,502.1,2355.0,15,34,5,0,1214.4,407.4,31,781,0.849,0.059,31,0.908,0.439,5,0.146,1.656,3,1,Harry Kane
Kevin,De Bruyne,2017-18,103.0,21.4,209,3073,8,18,1744.2,797.0,19,22,2,0,1146.6,368.9,25,872,0.234,0.527,26,0.761,0.556,2,0.059,2.029,4,1,Kevin De Bruyne
Christian,Eriksen,2017-18,97.0,19.4,199,3218,11,10,1487.0,1021.0,17,33,0,0,1072.6,358.2,23,826,0.308,0.28,21,0.587,0.475,0,0.0,2.052,5,1,Christian Eriksen
Riyad,Mahrez,2017-18,87.0,8.2,195,2948,12,13,924.0,932.0,9,51,2,0,966.0,282.6,19,682,0.366,0.397,25,0.763,0.275,2,0.061,2.241,6,1,Riyad Mahrez
Jamie,Vardy,2017-18,88.0,21.7,183,3248,20,2,439.9,1222.0,8,57,3,0,822.8,248.6,28,674,0.554,0.055,22,0.61,0.222,3,0.083,2.08,7,1,Jamie Vardy
Roberto,Firmino,2017-18,95.0,36.1,181,2760,15,8,834.5,1341.0,16,32,1,0,951.0,312.7,29,758,0.489,0.261,23,0.75,0.522,1,0.033,1.905,8,1,Roberto Firmino
Leroy,Sané,2017-18,87.0,13.4,179,2415,10,15,891.3,1013.0,12,22,4,0,842.4,274.4,17,647,0.373,0.559,25,0.932,0.447,4,0.149,2.057,9,1,Leroy Sané
Heung-Min,Son,2017-18,83.0,14.0,178,2292,12,8,588.2,1177.0,14,18,0,0,725.8,249.1,16,544,0.471,0.314,20,0.785,0.55,0,0.0,2.145,10,1,Heung-Min Son
César,Azpilicueta,2017-18,69.0,21.0,175,3330,2,6,535.7,168.0,15,38,1,0,967.4,167.5,25,913,0.054,0.162,8,0.216,0.405,1,0.027,2.536,11,1,César Azpilicueta
Bamidele,Alli,2017-18,90.0,13.8,175,2957,9,13,878.5,934.0,16,28,7,0,775.2,258.8,12,565,0.274,0.396,22,0.67,0.487,7,0.213,1.944,11,1,Bamidele Alli
Eden,Hazard,2017-18,105.0,6.4,173,2417,12,6,1127.3,1115.0,12,27,2,0,928.0,317.3,24,699,0.447,0.223,18,0.67,0.447,2,0.074,1.648,13,1,Eden Hazard
David,De Gea,2017-18,59.0,44.3,172,3330,0,0,10.0,0.0,18,28,0,0,821.2,83.4,10,757,0.0,0.0,0,0.0,0.486,0,0.0,2.915,14,1,David De Gea
David,Silva,2017-18,82.0,11.5,169,2431,9,11,1118.5,867.0,14,18,5,0,875.8,286.5,26,671,0.333,0.407,20,0.74,0.518,5,0.185,2.061,15,1,David Silva
Sergio,Agüero,2017-18,115.0,10.7,169,1960,21,6,570.8,1484.0,13,12,2,0,966.4,302.5,22,740,0.964,0.276,27,1.24,0.597,2,0.092,1.47,15,1,Sergio Agüero
Marcos,Alonso,2017-18,71.0,16.2,165,2855,7,2,549.6,822.0,13,30,6,0,697.8,207.1,15,650,0.221,0.063,9,0.284,0.41,6,0.189,2.324,17,1,Marcos Alonso
Pascal,Groß,2017-18,59.0,15.4,164,2928,7,8,1311.0,527.0,10,46,2,0,735.4,257.6,24,635,0.215,0.246,15,0.461,0.307,2,0.061,2.78,18,1,Pascal Groß
Romelu,Lukaku,2017-18,115.0,21.9,162,2866,16,7,572.4,1334.0,14,26,4,0,831.0,273.2,18,593,0.502,0.22,23,0.722,0.44,4,0.126,1.409,19,1,Romelu Lukaku
Ederson,Santana de Moraes,2017-18,57.0,9.0,158,3195,0,0,10.0,0.0,16,26,1,0,546.2,55.6,10,666,0.0,0.0,0,0.0,0.451,1,0.028,2.772,20,1,Ederson Santana de Moraes
Lukasz,Fabianski,2017-18,47.0,10.1,157,3420,0,0,10.0,0.0,9,56,0,0,1087.8,109.9,14,772,0.0,0.0,0,0.0,0.237,0,0.0,3.34,21,1,Lukasz Fabianski
Nicolás,Otamendi,2017-18,64.0,25.8,156,2966,4,0,224.6,363.0,15,25,9,0,846.6,143.7,21,742,0.121,0.0,4,0.121,0.455,9,0.273,2.438,22,1,Nicolás Otamendi
Xherdan,Shaqiri,2017-18,61.0,8.6,155,3039,8,9,1151.6,676.0,6,58,5,0,718.0,255.2,19,554,0.237,0.267,17,0.503,0.178,5,0.148,2.541,23,1,Xherdan Shaqiri
Nick,Pope,2017-18,50.0,10.1,152,3114,0,0,40.0,0.0,11,35,3,0,862.4,90.1,19,701,0.0,0.0,0,0.0,0.318,3,0.087,3.04,24,1,Nick Pope
Alexis,Sánchez,2017-18,114.0,3.0,152,2546,9,10,1155.2,1281.0,11,32,5,0,823.2,326.1,13,515,0.318,0.353,19,0.672,0.389,5,0.177,1.333,24,1,Alexis Sánchez
Sadio,Mané,2017-18,94.0,8.5,147,2189,10,8,739.1,964.0,15,24,3,1,677.4,238.0,8,499,0.411,0.329,18,0.74,0.617,5,0.206,1.564,26,1,Sadio Mané
Mathew,Ryan,2017-18,46.0,3.4,146,3420,0,0,0.0,0.0,10,54,0,0,911.6,91.1,13,726,0.0,0.0,0,0.0,0.263,0,0.0,3.174,27,1,Mathew Ryan
Antonio,Valencia,2017-18,69.0,11.7,146,2741,3,1,438.5,259.0,16,22,7,0,559.2,125.5,13,660,0.099,0.033,4,0.131,0.525,7,0.23,2.116,27,1,Antonio Valencia
Jordan,Pickford,2017-18,49.0,8.3,145,3420,0,0,30.1,4.0,10,58,0,0,873.6,90.7,16,724,0.0,0.0,0,0.0,0.263,0,0.0,2.959,29,1,Jordan Pickford
Luka,Milivojevic,2017-18,52.0,13.5,144,3079,10,2,379.0,432.0,8,52,8,0,873.8,168.6,21,630,0.292,0.058,12,0.351,0.234,8,0.234,2.769,30,1,Luka Milivojevic
Hugo,Lloris,2017-18,55.0,9.3,144,3240,0,0,0.1,0.0,15,35,1,0,726.4,72.3,6,694,0.0,0.0,0,0.0,0.417,1,0.028,2.618,30,1,Hugo Lloris
Marko,Arnautovic,2017-18,71.0,7.6,144,2309,11,7,543.0,1155.0,7,50,5,1,713.8,241.1,12,440,0.429,0.273,18,0.702,0.273,7,0.273,2.028,30,1,Marko Arnautovic
Ben,Davies,2017-18,58.0,21.9,143,2323,2,7,698.8,201.0,12,20,3,0,610.0,151.0,14,615,0.077,0.271,9,0.349,0.465,3,0.116,2.466,33,1,Ben Davies
Alexandre,Lacazette,2017-18,103.0,7.6,138,2197,14,5,566.0,1291.0,10,28,1,0,725.6,258.0,11,543,0.574,0.205,19,0.778,0.41,1,0.041,1.34,34,1,Alexandre Lacazette
Kyle,Walker,2017-18,66.0,12.3,138,2784,0,6,511.4,117.0,15,22,2,1,542.4,117.1,8,691,0.0,0.194,6,0.194,0.485,4,0.129,2.091,34,1,Kyle Walker
Paul,Pogba,2017-18,79.0,14.7,138,2145,6,13,663.5,780.0,11,20,5,1,710.8,215.6,15,528,0.252,0.545,19,0.797,0.462,7,0.294,1.747,34,1,Paul Pogba
Jan,Vertonghen,2017-18,61.0,10.1,138,3203,0,1,205.7,243.0,16,31,4,0,774.4,122.7,13,778,0.0,0.028,1,0.028,0.45,4,0.112,2.262,34,1,Jan Vertonghen
Thibaut,Courtois,2017-18,53.0,10.3,136,3150,0,0,0.0,0.0,15,34,2,0,549.0,55.2,4,635,0.0,0.0,0,0.0,0.429,2,0.057,2.566,38,1,Thibaut Courtois
Wilfried,Zaha,2017-18,71.0,10.6,136,2549,9,7,716.9,1125.0,10,31,5,0,668.0,251.0,8,404,0.318,0.247,16,0.565,0.353,5,0.177,1.915,38,1,Wilfried Zaha
Abdoulaye,Doucouré,2017-18,52.0,11.0,136,3324,7,4,595.8,537.0,9,63,10,0,859.0,199.7,16,679,0.19,0.108,11,0.298,0.244,10,0.271,2.615,38,1,Abdoulaye Doucouré
Jonas,Lössl,2017-18,46.0,6.8,135,3420,0,1,30.0,0.0,10,58,1,0,846.8,87.8,11,701,0.0,0.026,1,0.026,0.263,1,0.026,2.935,41,1,Jonas Lössl
Héctor,Bellerín,2017-18,59.0,10.3,132,3050,2,4,561.0,484.0,12,44,5,0,554.0,160.1,11,656,0.059,0.118,6,0.177,0.354,5,0.148,2.237,42,1,Héctor Bellerín
Victor,Moses,2017-18,65.0,2.9,131,2109,3,6,358.1,482.0,11,20,3,0,417.0,125.9,9,486,0.128,0.256,9,0.384,0.469,3,0.128,2.015,43,1,Victor Moses
Nacho,Monreal,2017-18,57.0,8.0,130,2241,5,2,238.7,305.0,10,29,3,0,693.6,124.0,15,604,0.201,0.08,7,0.281,0.402,3,0.12,2.281,44,1,Nacho Monreal
Aaron,Ramsey,2017-18,68.0,4.5,130,1844,7,10,478.3,734.0,9,25,0,0,631.2,184.2,12,503,0.342,0.488,17,0.83,0.439,0,0.0,1.912,44,1,Aaron Ramsey
Willian,Borges Da Silva,2017-18,70.0,12.6,130,1874,6,8,891.5,715.0,9,19,1,0,640.0,224.5,13,522,0.288,0.384,14,0.672,0.432,1,0.048,1.857,44,1,Willian Borges Da Silva
Jesse,Lingard,2017-18,60.0,10.3,128,1807,8,6,519.1,711.0,9,18,2,0,526.6,175.3,10,450,0.398,0.299,14,0.697,0.448,2,0.1,2.133,47,1,Jesse Lingard
Gabriel Fernando,de Jesus,2017-18,104.0,17.1,126,1660,13,7,360.3,1089.0,9,12,6,0,603.6,204.9,18,473,0.705,0.38,20,1.084,0.488,6,0.325,1.212,48,1,Gabriel Fernando de Jesus
Anthony,Martial,2017-18,78.0,2.6,125,1572,9,6,509.3,748.0,9,13,1,0,535.4,179.5,7,403,0.515,0.344,15,0.859,0.515,1,0.057,1.603,49,1,Anthony Martial
Jack,Butland,2017-18,50.0,2.5,125,3150,0,0,10.0,0.0,6,61,0,0,1013.4,102.5,16,687,0.0,0.0,0,0.0,0.171,0,0.0,2.5,49,1,Jack Butland
Mohamed,Salah,2018-19,132.0,33.9,259,3254,22,12,973.9,2168.0,21,20,1,0,1186.8,432.7,18,687,0.608,0.332,34,0.94,0.581,1,0.028,1.962,1,2,Mohamed Salah
Eden,Hazard,2018-19,110.0,27.2,238,2918,16,15,1471.2,1546.0,12,35,2,0,1306.2,432.7,35,879,0.493,0.463,31,0.956,0.37,2,0.062,2.164,2,2,Eden Hazard
Raheem,Sterling,2018-19,117.0,24.8,234,2770,17,15,937.4,1572.0,17,19,3,0,1060.0,357.1,25,743,0.552,0.487,32,1.04,0.552,3,0.097,2.0,3,2,Raheem Sterling
Sadio,Mané,2018-19,103.0,38.6,231,3076,22,3,692.8,1332.0,19,21,2,0,1015.8,304.0,24,703,0.644,0.088,25,0.731,0.556,2,0.059,2.243,4,2,Sadio Mané
Andrew,Robertson,2018-19,67.0,33.0,213,3216,0,12,767.2,318.0,21,20,4,0,748.8,183.6,29,906,0.0,0.336,12,0.336,0.588,4,0.112,3.179,5,2,Andrew Robertson
Virgil,van Dijk,2018-19,67.0,32.3,208,3384,4,4,111.1,455.0,20,22,1,0,993.6,156.1,22,932,0.106,0.106,8,0.213,0.532,1,0.027,3.104,6,2,Virgil van Dijk
Pierre-Emerick,Aubameyang,2018-19,108.0,18.8,205,2722,22,7,484.6,1429.0,7,42,0,0,984.4,289.6,32,756,0.727,0.231,29,0.959,0.231,0,0.0,1.898,7,2,Pierre-Emerick Aubameyang
Sergio,Agüero,2018-19,120.0,42.7,201,2457,21,11,523.7,1685.0,17,15,4,0,946.6,315.4,26,740,0.769,0.403,32,1.172,0.623,4,0.147,1.675,8,2,Sergio Agüero
Trent,Alexander-Arnold,2018-19,58.0,26.9,185,2460,1,13,837.4,276.0,16,14,3,0,734.4,184.7,25,753,0.037,0.476,14,0.512,0.585,3,0.11,3.19,9,2,Trent Alexander-Arnold
Gylfi,Sigurdsson,2018-19,74.0,8.3,182,3122,13,6,1098.5,1084.0,15,41,3,0,959.8,314.2,20,662,0.375,0.173,19,0.548,0.432,3,0.086,2.459,10,2,Gylfi Sigurdsson
Ryan,Fraser,2018-19,64.0,23.7,181,3165,7,14,1382.4,696.0,9,64,2,0,930.6,301.2,23,751,0.199,0.398,21,0.597,0.256,2,0.057,2.828,11,2,Ryan Fraser
Raúl,Jiménez,2018-19,69.0,33.4,181,3112,13,10,648.5,1428.0,12,40,4,0,788.8,285.4,31,602,0.376,0.289,23,0.665,0.347,4,0.116,2.623,11,2,Raúl Jiménez
Paul,Pogba,2018-19,86.0,33.7,179,3007,13,10,822.3,1246.0,8,43,6,0,1096.8,316.9,19,648,0.389,0.299,23,0.688,0.239,6,0.18,2.081,13,2,Paul Pogba
Aymeric,Laporte,2018-19,63.0,16.7,177,3056,3,3,239.3,278.0,18,21,3,0,790.0,131.2,16,768,0.088,0.088,6,0.177,0.53,3,0.088,2.81,14,2,Aymeric Laporte
Alisson,Ramses Becker,2018-19,59.0,23.4,176,3420,0,0,0.1,0.0,21,22,1,0,677.0,67.6,9,771,0.0,0.0,0,0.0,0.553,1,0.026,2.983,15,2,Alisson Ramses Becker
Jamie,Vardy,2018-19,90.0,10.3,174,2726,18,5,419.9,1206.0,11,36,3,1,822.0,244.6,31,598,0.594,0.165,23,0.759,0.363,5,0.165,1.933,16,2,Jamie Vardy
Ederson,Santana de Moraes,2018-19,57.0,22.9,169,3420,0,1,33.0,0.0,20,23,2,0,535.2,56.8,6,700,0.0,0.026,1,0.026,0.526,2,0.053,2.965,17,2,Ederson Santana de Moraes
Callum,Wilson,2018-19,69.0,20.3,168,2528,14,12,388.4,1137.0,9,47,3,0,737.8,225.0,22,525,0.498,0.427,26,0.926,0.32,3,0.107,2.435,18,2,Callum Wilson
Alexandre,Lacazette,2018-19,94.0,11.4,166,2497,13,12,482.4,1319.0,6,31,2,0,808.0,260.6,20,560,0.469,0.433,25,0.901,0.216,2,0.072,1.766,19,2,Alexandre Lacazette
Luka,Milivojevic,2018-19,65.0,10.6,166,3420,12,2,910.1,473.0,12,53,10,0,1078.2,246.3,24,741,0.316,0.053,14,0.368,0.316,10,0.263,2.554,19,2,Luka Milivojevic
David,Luiz Moreira Marinho,2018-19,58.0,11.7,164,3238,3,2,358.7,363.0,16,36,3,0,859.0,158.0,19,794,0.083,0.056,5,0.139,0.445,3,0.083,2.828,21,2,David Luiz Moreira Marinho
Marcos,Alonso,2018-19,62.0,22.1,161,2759,2,8,520.1,475.0,14,28,6,0,619.0,161.7,21,702,0.065,0.261,10,0.326,0.457,6,0.196,2.597,22,2,Marcos Alonso
Jordan,Pickford,2018-19,49.0,13.3,161,3420,0,0,10.0,0.0,14,46,1,0,776.4,78.5,13,706,0.0,0.0,0,0.0,0.368,1,0.026,3.286,22,2,Jordan Pickford
Christian,Eriksen,2018-19,92.0,7.7,161,2770,8,12,1148.7,801.0,8,37,3,0,876.0,283.0,15,675,0.26,0.39,20,0.65,0.26,3,0.097,1.75,22,2,Christian Eriksen
