first_name,second_name,season,now_cost,selected_by_percent,total_points,minutes,goals_scored,assists,creativity,threat,clean_sheets,goals_conceded,yellow_cards,red_cards,influence,ict_index,bonus,bps,goals_per_90,assists_per_90,goal_involvement,goal_involvement_per_90,clean_sheet_rate,total_cards,cards_per_90,points_per_cost,rank_in_season,season_encoded,player_name
Leandro,Trossard,2020-21,55.0,1.8,132,2602,5,6,725.1,759.0,12,30,2,0,543.4,202.8,15,406,0.173,0.208,11,0.38,0.415,2,0.069,2.4,50,4,Leandro Trossard
Mohamed,Salah,2021-22,131.0,41.0,265,2758,23,14,874.1,2091.0,17,22,1,0,1203.8,417.0,29,756,0.751,0.457,37,1.207,0.555,1,0.033,2.023,1,5,Mohamed Salah
Heung-Min,Son,2021-22,112.0,35.6,258,3009,23,10,1037.8,1211.0,18,30,2,0,1128.6,338.2,27,819,0.688,0.299,33,0.987,0.538,2,0.06,2.304,2,5,Heung-Min Son
Trent,Alexander-Arnold,2021-22,84.0,37.9,208,2853,2,12,1362.8,478.0,18,22,2,0,837.2,268.1,32,864,0.063,0.379,14,0.442,0.568,2,0.063,2.476,3,5,Trent Alexander-Arnold
Jarrod,Bowen,2021-22,69.0,15.0,206,2987,12,17,624.6,1201.0,8,46,6,0,819.4,264.7,24,586,0.362,0.512,29,0.874,0.241,6,0.181,2.986,4,5,Jarrod Bowen
João Pedro Cavaco,Cancelo,2021-22,72.0,41.4,201,3227,1,11,750.1,797.0,19,25,7,0,778.6,232.8,27,829,0.028,0.307,12,0.335,0.53,7,0.195,2.792,5,5,João Pedro Cavaco Cancelo
Kevin,De Bruyne,2021-22,121.0,18.6,196,2196,15,8,1147.6,845.0,13,22,2,0,973.4,296.8,33,732,0.615,0.328,23,0.943,0.533,2,0.082,1.62,6,5,Kevin De Bruyne
Harry,Kane,2021-22,125.0,23.4,192,3231,17,11,637.9,1701.0,14,40,5,0,969.4,330.4,23,684,0.474,0.306,28,0.78,0.39,5,0.139,1.536,7,5,Harry Kane
Andrew,Robertson,2021-22,73.0,11.6,186,2537,3,11,882.7,329.0,17,20,5,1,660.2,187.4,23,770,0.106,0.39,14,0.497,0.603,7,0.248,2.548,8,5,Andrew Robertson
Virgil,van Dijk,2021-22,68.0,17.8,183,3060,3,3,150.3,455.0,21,21,3,0,726.4,133.1,13,803,0.088,0.088,6,0.176,0.618,3,0.088,2.691,9,5,Virgil van Dijk
Sadio,Mané,2021-22,118.0,4.8,183,2818,16,5,592.5,1533.0,17,24,5,0,763.2,288.7,10,526,0.511,0.16,21,0.671,0.543,5,0.16,1.551,9,5,Sadio Mané
James,Maddison,2021-22,69.0,16.3,181,2454,12,11,664.1,753.0,5,41,3,0,767.4,218.3,24,637,0.44,0.403,23,0.844,0.183,3,0.11,2.623,11,5,James Maddison
Bukayo,Saka,2021-22,67.0,28.8,179,2978,11,9,942.5,1404.0,13,39,6,0,774.2,311.8,18,566,0.332,0.272,20,0.604,0.393,6,0.181,2.672,12,5,Bukayo Saka
Alisson,Ramses Becker,2021-22,61.0,9.4,176,3240,0,1,10.0,0.0,20,24,0,0,688.0,69.8,15,782,0.0,0.028,1,0.028,0.556,0,0.0,2.885,13,5,Alisson Ramses Becker
Diogo,Jota,2021-22,83.0,17.3,175,2357,15,7,535.5,1327.0,14,19,3,0,734.8,258.8,8,483,0.573,0.267,22,0.84,0.535,3,0.115,2.108,14,5,Diogo Jota
Joel,Matip,2021-22,53.0,10.1,170,2790,3,3,170.6,478.0,17,21,2,0,678.6,132.8,20,763,0.097,0.097,6,0.194,0.548,2,0.065,3.208,15,5,Joel Matip
Mason,Mount,2021-22,77.0,21.9,169,2358,11,11,914.8,931.0,11,25,4,0,812.8,265.8,16,597,0.42,0.42,22,0.84,0.42,4,0.153,2.195,16,5,Mason Mount
Raheem,Sterling,2021-22,105.0,2.6,163,2121,13,7,588.2,1184.0,13,17,1,0,709.8,248.4,15,468,0.552,0.297,20,0.849,0.552,1,0.042,1.552,17,5,Raheem Sterling
Aymeric,Laporte,2021-22,60.0,11.0,160,2830,4,2,197.4,331.0,18,24,5,1,641.0,116.7,8,714,0.127,0.064,6,0.191,0.572,7,0.223,2.667,18,5,Aymeric Laporte
Cristiano Ronaldo,dos Santos Aveiro,2021-22,122.0,18.1,159,2454,18,3,421.9,1535.0,8,41,8,0,800.4,274.6,29,608,0.66,0.11,21,0.77,0.293,8,0.293,1.303,19,5,Cristiano Ronaldo dos Santos Aveiro
James,Ward-Prowse,2021-22,64.0,5.3,159,3215,10,5,1159.6,394.0,7,65,3,1,933.6,248.9,21,769,0.28,0.14,15,0.42,0.196,5,0.14,2.484,19,5,James Ward-Prowse
Hugo,Lloris,2021-22,55.0,8.5,158,3420,0,0,23.0,0.0,16,40,2,0,743.6,76.6,11,703,0.0,0.0,0,0.0,0.421,2,0.053,2.873,21,5,Hugo Lloris
Ederson,Santana de Moraes,2021-22,62.0,12.1,155,3330,0,0,0.0,0.0,20,26,3,0,556.0,55.6,4,701,0.0,0.0,0,0.0,0.541,3,0.081,2.5,22,5,Ederson Santana de Moraes
Bernardo Mota,Veiga de Carvalho e Silva,2021-22,70.0,14.0,155,2856,8,8,849.7,950.0,16,23,6,0,729.6,253.5,15,663,0.252,0.252,16,0.504,0.504,6,0.189,2.214,22,5,Bernardo Mota Veiga de Carvalho e Silva
Bruno Miguel,Borges Fernandes,2021-22,116.0,13.5,151,3110,10,7,1275.5,853.0,8,54,10,0,901.0,303.3,15,626,0.289,0.203,17,0.492,0.232,10,0.289,1.302,24,5,Bruno Miguel Borges Fernandes
Antonio,Rüdiger,2021-22,61.0,18.8,150,3035,3,3,257.4,484.0,15,27,9,0,581.6,132.3,10,661,0.089,0.089,6,0.178,0.445,9,0.267,2.459,25,5,Antonio Rüdiger
Wilfried,Zaha,2021-22,69.0,8.5,150,2759,14,2,630.6,963.0,11,34,4,1,732.2,232.5,11,422,0.457,0.065,16,0.522,0.359,6,0.196,2.174,25,5,Wilfried Zaha
Matthew,Cash,2021-22,53.0,11.5,147,3377,4,3,432.1,517.0,13,50,8,0,709.0,165.8,11,623,0.107,0.08,7,0.187,0.346,8,0.213,2.774,27,5,Matthew Cash
Gabriel,Magalhães,2021-22,53.0,7.4,146,3063,5,0,129.3,453.0,13,38,6,1,703.0,128.4,16,682,0.147,0.0,5,0.147,0.382,8,0.235,2.755,28,5,Gabriel Magalhães
José,Malheiro de Sá,2021-22,52.0,8.3,146,3285,0,1,30.0,0.0,11,40,3,0,938.8,96.7,11,722,0.0,0.027,1,0.027,0.301,3,0.082,2.808,28,5,José Malheiro de Sá
Raphael,Dias Belloli,2021-22,63.0,11.6,145,2916,11,4,898.8,872.0,5,68,7,0,728.2,250.1,14,457,0.34,0.123,15,0.463,0.154,7,0.216,2.302,30,5,Raphael Dias Belloli
Teemu,Pukki,2021-22,61.0,9.6,142,3253,11,3,355.7,1049.0,6,79,4,0,527.4,193.2,19,441,0.304,0.083,14,0.387,0.166,4,0.111,2.328,31,5,Teemu Pukki
Leandro,Trossard,2021-22,59.0,2.8,141,2803,8,4,708.3,1020.0,11,33,2,0,627.6,235.4,16,465,0.257,0.128,12,0.385,0.353,2,0.064,2.39,32,5,Leandro Trossard
Reece,James,2021-22,65.0,19.1,141,1863,5,9,696.1,436.0,7,22,4,1,582.0,171.5,26,573,0.242,0.435,14,0.676,0.338,6,0.29,2.169,32,5,Reece James
Rúben Santos,Gato Alves Dias,2021-22,62.0,15.5,141,2401,2,5,225.2,268.0,14,18,5,0,581.2,107.6,12,622,0.075,0.187,7,0.262,0.525,5,0.187,2.274,32,5,Rúben Santos Gato Alves Dias
Conor,Gallagher,2021-22,60.0,11.2,140,2843,8,6,611.1,671.0,11,38,10,0,665.2,194.5,16,469,0.253,0.19,14,0.443,0.348,10,0.317,2.333,35,5,Conor Gallagher
Michail,Antonio,2021-22,73.0,24.3,140,2975,10,10,613.5,1263.0,7,43,6,1,611.6,247.6,14,441,0.303,0.303,20,0.605,0.212,8,0.242,1.918,35,5,Michail Antonio
Ivan,Toney,2021-22,69.0,18.8,139,2908,12,5,572.0,1284.0,8,47,8,0,717.8,257.4,19,502,0.371,0.155,17,0.526,0.248,8,0.248,2.014,37,5,Ivan Toney
Saïd,Benrahma,2021-22,59.0,10.7,138,2162,8,6,476.4,737.0,9,27,0,0,561.0,177.6,15,441,0.333,0.25,14,0.583,0.375,0,0.0,2.339,38,5,Saïd Benrahma
Conor,Coady,2021-22,47.0,13.4,138,3361,4,0,45.4,202.0,11,43,4,0,737.2,98.8,10,688,0.107,0.0,4,0.107,0.295,4,0.107,2.936,38,5,Conor Coady
Harvey,Barnes,2021-22,65.0,4.2,137,2095,6,12,413.0,975.0,8,30,2,0,525.2,191.0,10,377,0.258,0.516,18,0.773,0.344,2,0.086,2.108,40,5,Harvey Barnes
Phil,Foden,2021-22,79.0,7.6,137,2125,9,6,670.4,920.0,13,16,1,0,563.2,215.7,11,483,0.381,0.254,15,0.635,0.551,1,0.042,1.734,40,5,Phil Foden
Lukasz,Fabianski,2021-22,50.0,2.8,136,3330,0,0,0.0,0.0,8,50,2,0,887.0,88.6,9,661,0.0,0.0,0,0.0,0.216,2,0.054,2.72,42,5,Lukasz Fabianski
Aaron,Ramsdale,2021-22,51.0,17.1,135,3060,0,0,1.0,0.0,12,39,1,0,680.0,68.0,14,641,0.0,0.0,0,0.0,0.353,1,0.029,2.647,43,5,Aaron Ramsdale
Riyad,Mahrez,2021-22,86.0,4.0,135,1485,11,7,603.3,814.0,7,14,0,0,609.6,202.3,12,477,0.667,0.424,18,1.091,0.424,0,0.0,1.57,43,5,Riyad Mahrez
Emmanuel,Dennis,2021-22,58.0,20.0,134,2579,10,7,453.4,932.0,3,60,7,1,667.6,205.2,21,425,0.349,0.244,17,0.593,0.105,9,0.314,2.31,45,5,Emmanuel Dennis
Jamie,Vardy,2021-22,103.0,12.0,133,1801,15,3,227.9,722.0,4,27,2,0,560.4,150.2,24,480,0.75,0.15,18,0.9,0.2,2,0.1,1.291,46,5,Jamie Vardy
David,de Gea,2021-22,50.0,8.5,132,3420,0,0,0.3,0.0,8,57,0,0,947.2,94.2,7,667,0.0,0.0,0,0.0,0.211,0,0.0,2.64,47,5,David de Gea
Eric,Dier,2021-22,47.0,6.5,132,3071,0,1,116.3,195.0,16,30,1,0,710.6,102.2,7,680,0.0,0.029,1,0.029,0.469,1,0.029,2.809,47,5,Eric Dier
Martin,Ødegaard,2021-22,56.0,6.0,131,2782,7,4,1012.4,572.0,11,39,4,0,625.6,220.3,9,541,0.226,0.129,11,0.356,0.356,4,0.129,2.339,49,5,Martin Ødegaard
Ollie,Watkins,2021-22,75.0,9.1,131,2950,11,3,459.1,1319.0,10,48,7,0,598.4,237.7,17,441,0.336,0.092,14,0.427,0.305,7,0.214,1.747,49,5,Ollie Watkins
Erling,Haaland,2022-23,124.0,78.4,272,2767,36,9,371.0,1825.0,13,26,5,0,1390.0,358.1,40,1040,1.171,0.293,45,1.464,0.423,5,0.163,2.194,1,6,Erling Haaland
Harry,Kane,2022-23,115.0,32.7,263,3406,30,9,744.8,1707.0,11,62,6,0,1256.6,371.0,48,1008,0.793,0.238,39,1.031,0.291,6,0.159,2.287,2,6,Harry Kane
Mohamed,Salah,2022-23,131.0,37.2,239,3290,19,13,869.9,1620.0,13,45,2,0,1046.2,353.7,23,651,0.52,0.356,32,0.875,0.356,2,0.055,1.824,3,6,Mohamed Salah
Martin,Ødegaard,2022-23,69.0,33.3,212,3132,15,8,1100.4,920.0,13,38,4,0,960.0,298.3,30,813,0.431,0.23,23,0.661,0.374,4,0.115,3.072,4,6,Martin Ødegaard
Marcus,Rashford,2022-23,72.0,37.8,205,2880,17,7,459.7,1427.0,13,39,2,0,887.8,277.6,21,530,0.531,0.219,24,0.75,0.406,2,0.062,2.847,5,6,Marcus Rashford
Bukayo,Saka,2022-23,80.0,25.6,202,3183,14,12,1091.8,1164.0,12,42,6,0,972.2,322.8,19,678,0.396,0.339,26,0.735,0.339,6,0.17,2.525,6,6,Bukayo Saka
Gabriel,Martinelli Silva,2022-23,65.0,26.3,198,2789,15,9,838.1,1300.0,14,33,3,0,844.2,298.1,18,648,0.484,0.29,24,0.774,0.452,3,0.097,3.046,7,6,Gabriel Martinelli Silva
Kieran,Trippier,2022-23,60.0,62.4,198,3342,1,9,1818.5,117.0,16,31,5,0,904.8,284.3,39,941,0.027,0.242,10,0.269,0.431,5,0.135,3.3,7,6,Kieran Trippier
Kevin,De Bruyne,2022-23,121.0,25.5,183,2413,7,18,1476.7,598.0,10,23,1,0,897.8,297.6,26,742,0.261,0.671,25,0.932,0.373,1,0.037,1.512,9,6,Kevin De Bruyne
Ivan,Toney,2022-23,71.0,18.2,182,2953,20,4,424.3,1240.0,10,42,9,0,926.8,258.7,35,607,0.61,0.122,24,0.731,0.305,9,0.274,2.563,10,6,Ivan Toney
Bruno,Borges Fernandes,2022-23,95.0,13.3,176,3317,8,9,1532.3,948.0,18,39,6,0,948.0,343.1,23,748,0.217,0.244,17,0.461,0.488,6,0.163,1.853,11,6,Bruno Borges Fernandes
Ollie,Watkins,2022-23,73.0,12.8,175,3129,15,8,408.5,1268.0,13,40,4,0,792.0,247.0,25,550,0.431,0.23,23,0.662,0.374,4,0.115,2.397,12,6,Ollie Watkins
David,Raya Martin,2022-23,48.0,14.4,166,3420,0,0,20.1,4.0,12,46,1,0,1125.4,115.2,20,822,0.0,0.0,0,0.0,0.316,1,0.026,3.458,13,6,David Raya Martin
Alisson,Ramses Becker,2022-23,55.0,16.8,162,3330,0,1,10.1,0.0,14,43,1,0,966.4,97.6,15,824,0.0,0.027,1,0.027,0.378,1,0.027,2.945,14,6,Alisson Ramses Becker
David,De Gea Quintana,2022-23,51.0,15.8,161,3420,0,0,13.0,0.0,17,43,0,0,792.2,80.7,5,729,0.0,0.0,0,0.0,0.447,0,0.0,3.157,15,6,David De Gea Quintana
Pascal,Groß,2022-23,54.0,11.0,159,3240,9,8,1215.4,578.0,11,51,7,0,888.4,268.6,14,748,0.25,0.222,17,0.472,0.306,7,0.194,2.944,16,6,Pascal Groß
Eberechi,Eze,2022-23,57.0,12.8,159,2631,10,5,800.4,597.0,9,35,3,0,692.8,208.9,21,580,0.342,0.171,15,0.513,0.308,3,0.103,2.789,16,6,Eberechi Eze
Miguel,Almirón Rejala,2022-23,54.0,12.8,158,2487,11,4,424.0,849.0,15,22,2,0,599.2,187.5,15,511,0.398,0.145,15,0.543,0.543,2,0.072,2.926,18,6,Miguel Almirón Rejala
Callum,Wilson,2022-23,73.0,17.2,157,1870,18,6,271.0,1020.0,10,16,4,0,720.0,200.4,20,526,0.866,0.289,24,1.155,0.481,4,0.193,2.151,19,6,Callum Wilson
Nick,Pope,2022-23,54.0,18.0,157,3261,0,0,20.0,0.0,14,32,3,1,709.6,72.9,14,678,0.0,0.0,0,0.0,0.386,5,0.138,2.907,19,6,Nick Pope
Benjamin,White,2022-23,50.0,16.1,156,3054,2,5,491.2,159.0,15,35,5,0,649.0,130.0,12,734,0.059,0.147,7,0.206,0.442,5,0.147,3.12,21,6,Benjamin White
Trent,Alexander-Arnold,2022-23,78.0,30.7,156,2922,2,11,1168.2,241.0,10,44,5,0,779.0,219.0,21,824,0.062,0.339,13,0.4,0.308,5,0.154,2.0,21,6,Trent Alexander-Arnold
Leandro,Trossard,2022-23,66.0,7.2,154,2237,8,13,687.1,859.0,8,38,1,0,620.0,216.6,8,494,0.322,0.523,21,0.845,0.322,1,0.04,2.333,23,6,Leandro Trossard
Granit,Xhaka,2022-23,48.0,2.7,153,2992,7,8,673.3,498.0,13,35,4,0,647.0,182.0,15,634,0.211,0.241,15,0.451,0.391,4,0.12,3.188,24,6,Granit Xhaka
Son,Heung-min,2022-23,115.0,6.4,152,2886,10,6,829.3,910.0,9,55,2,0,709.2,244.7,8,471,0.312,0.187,16,0.499,0.281,2,0.062,1.322,25,6,Son Heung-min
Bryan,Mbeumo,2022-23,57.0,4.0,150,2905,9,9,766.3,866.0,10,39,5,0,662.4,229.3,19,556,0.279,0.279,18,0.558,0.31,5,0.155,2.632,26,6,Bryan Mbeumo
José,Malheiro de Sá,2022-23,50.0,5.1,148,3240,0,0,0.0,0.0,11,55,2,0,845.6,84.7,18,683,0.0,0.0,0,0.0,0.306,2,0.056,2.96,27,6,José Malheiro de Sá
Solly,March,2022-23,52.0,4.4,147,2719,6,10,965.8,955.0,10,40,2,0,791.8,271.4,16,559,0.199,0.331,16,0.53,0.331,2,0.066,2.827,28,6,Solly March
Gabriel,dos Santos Magalhães,2022-23,52.0,13.4,146,3409,3,0,129.7,401.0,14,43,5,0,733.8,126.5,15,723,0.079,0.0,3,0.079,0.37,5,0.132,2.808,29,6,Gabriel dos Santos Magalhães
Morgan,Gibbs-White,2022-23,55.0,1.3,145,3151,5,12,941.1,624.0,8,61,6,0,593.4,215.7,11,479,0.143,0.343,17,0.486,0.228,6,0.171,2.636,30,6,Morgan Gibbs-White
Jarrod,Bowen,2022-23,80.0,3.3,145,3232,6,9,674.8,1076.0,9,50,2,0,625.8,237.9,9,431,0.167,0.251,15,0.418,0.251,2,0.056,1.812,30,6,Jarrod Bowen
Aaron,Ramsdale,2022-23,48.0,11.4,143,3420,0,0,0.0,0.0,14,43,1,0,761.4,76.2,9,664,0.0,0.0,0,0.0,0.368,1,0.026,2.979,32,6,Aaron Ramsdale
Ben,Mee,2022-23,48.0,14.4,143,3269,3,2,92.0,307.0,12,40,2,0,761.4,116.3,11,643,0.083,0.055,5,0.138,0.33,2,0.055,2.979,32,6,Ben Mee
Douglas Luiz,Soares de Paulo,2022-23,48.0,1.0,142,2922,6,7,655.4,242.0,13,35,6,1,661.6,155.8,17,594,0.185,0.216,13,0.4,0.4,8,0.246,2.958,34,6,Douglas Luiz Soares de Paulo
Bernd,Leno,2022-23,46.0,3.5,142,3240,0,0,10.0,0.0,8,51,3,0,1115.8,112.7,17,766,0.0,0.0,0,0.0,0.222,3,0.083,3.087,34,6,Bernd Leno
Phil,Foden,2022-23,80.0,9.7,142,1832,11,7,670.8,712.0,5,16,1,0,671.2,205.4,15,517,0.54,0.344,18,0.884,0.246,1,0.049,1.775,34,6,Phil Foden
James,Ward-Prowse,2022-23,61.0,4.9,142,3371,9,4,1162.9,319.0,4,72,6,0,880.4,236.3,18,747,0.24,0.107,13,0.347,0.107,6,0.16,2.328,34,6,James Ward-Prowse
Alexis,Mac Allister,2022-23,56.0,14.7,140,2882,10,2,729.6,706.0,10,45,8,0,741.0,217.8,18,567,0.312,0.062,12,0.375,0.312,8,0.25,2.5,38,6,Alexis Mac Allister
Fabian,Schär,2022-23,51.0,14.4,139,3207,1,3,263.9,521.0,15,28,7,0,653.4,144.1,6,617,0.028,0.084,4,0.112,0.421,7,0.196,2.725,39,6,Fabian Schär
Kaoru,Mitoma,2022-23,57.0,27.3,138,2311,7,9,567.6,857.0,8,35,0,0,566.8,198.9,11,457,0.273,0.35,16,0.623,0.312,0,0.0,2.421,40,6,Kaoru Mitoma
Harvey,Barnes,2022-23,66.0,1.7,138,2709,13,2,305.1,883.0,6,51,3,0,567.4,175.5,0,379,0.432,0.066,15,0.498,0.199,3,0.1,2.091,40,6,Harvey Barnes
Emiliano,Martínez Romero,2022-23,50.0,6.6,135,3139,0,0,23.0,0.0,11,38,7,0,813.0,83.5,15,678,0.0,0.0,0,0.0,0.315,7,0.201,2.7,42,6,Emiliano Martínez Romero
Jacob,Ramsey,2022-23,51.0,1.5,135,2634,6,8,496.7,424.0,11,33,5,0,607.2,152.8,13,470,0.205,0.273,14,0.478,0.376,5,0.171,2.647,42,6,Jacob Ramsey
James,Maddison,2022-23,78.0,5.5,135,2479,10,9,970.0,769.0,4,54,10,0,785.4,252.9,9,520,0.363,0.327,19,0.69,0.145,10,0.363,1.731,42,6,James Maddison
Jack,Harrison,2022-23,57.0,2.1,134,2707,5,8,791.5,466.0,6,55,2,0,556.2,181.2,15,403,0.166,0.266,13,0.432,0.199,2,0.066,2.351,45,6,Jack Harrison
Mathias,Jensen,2022-23,48.0,1.8,132,2805,5,7,787.9,208.0,10,40,5,0,644.0,164.1,11,498,0.16,0.225,12,0.385,0.321,5,0.16,2.75,46,6,Mathias Jensen
Michael,Olise,2022-23,53.0,1.8,132,2743,2,11,1014.6,462.0,8,38,2,0,606.6,208.8,15,517,0.066,0.361,13,0.427,0.262,2,0.066,2.491,46,6,Michael Olise
Ilkay,Gündogan,2022-23,74.0,7.7,132,2351,8,6,636.9,597.0,10,20,0,0,596.2,182.7,9,518,0.306,0.23,14,0.536,0.383,0,0.0,1.784,46,6,Ilkay Gündogan
Tyrone,Mings,2022-23,47.0,12.5,130,3150,1,3,87.7,121.0,12,40,7,0,657.2,87.0,17,617,0.029,0.086,4,0.114,0.343,7,0.2,2.766,49,6,Tyrone Mings
Dominic,Solanke,2022-23,56.0,3.6,130,2865,6,10,279.9,1046.0,8,52,2,0,524.8,184.4,14,339,0.188,0.314,16,0.503,0.251,2,0.063,2.321,49,6,Dominic Solanke
Cole,Palmer,2023-24,63.0,51.3,244,2617,22,13,1022.5,1016.0,7,46,7,0,1240.2,327.8,32,844,0.757,0.447,35,1.204,0.241,7,0.241,3.873,1,7,Cole Palmer
Phil,Foden,2023-24,85.0,43.3,230,2860,19,8,1157.8,1172.0,14,27,2,0,1154.8,348.8,31,866,0.598,0.252,27,0.85,0.441,2,0.063,2.706,2,7,Phil Foden
Ollie,Watkins,2023-24,89.0,35.9,228,3222,19,18,588.5,1420.0,7,56,4,0,1024.6,302.8,29,752,0.531,0.503,37,1.034,0.196,4,0.112,2.562,3,7,Ollie Watkins
Bukayo,Saka,2023-24,88.0,49.2,226,2922,16,12,1319.8,1342.0,16,27,4,0,1093.8,375.7,29,776,0.493,0.37,28,0.862,0.493,4,0.123,2.568,4,7,Bukayo Saka
Erling,Haaland,2023-24,143.0,73.6,217,2553,27,8,367.2,1581.0,11,25,1,0,1094.6,303.3,29,792,0.952,0.282,35,1.234,0.388,1,0.035,1.517,5,7,Erling Haaland
Son,Heung-min,2023-24,100.0,34.4,213,2934,17,10,921.9,1131.0,8,51,1,0,993.2,304.7,25,707,0.521,0.307,27,0.828,0.245,1,0.031,2.13,6,7,Son Heung-min
Mohamed,Salah,2023-24,134.0,24.0,211,2531,18,12,892.2,1531.0,8,30,2,0,1033.8,346.0,24,621,0.64,0.427,30,1.067,0.284,2,0.071,1.575,7,7,Mohamed Salah
Martin,Ødegaard,2023-24,86.0,18.0,186,3098,8,11,1499.4,757.0,19,23,2,0,910.4,317.0,26,703,0.232,0.32,19,0.552,0.552,2,0.058,2.163,8,7,Martin Ødegaard
Anthony,Gordon,2023-24,64.0,20.6,183,2896,11,16,843.7,905.0,12,48,10,1,822.6,256.7,14,594,0.342,0.497,27,0.839,0.373,12,0.373,2.859,9,7,Anthony Gordon
Benjamin,White,2023-24,61.0,23.3,182,2987,4,5,589.4,234.0,18,26,8,0,765.8,159.0,14,776,0.121,0.151,9,0.271,0.542,8,0.241,2.984,10,7,Benjamin White
Jarrod,Bowen,2023-24,76.0,12.1,182,3020,16,6,463.8,1130.0,5,63,2,0,890.4,247.8,14,519,0.477,0.179,22,0.656,0.149,2,0.06,2.395,10,7,Jarrod Bowen
Kai,Havertz,2023-24,76.0,11.9,180,2627,13,10,613.4,1027.0,16,22,11,0,763.2,240.2,15,515,0.445,0.343,23,0.788,0.548,11,0.377,2.368,12,7,Kai Havertz
Dominic,Solanke,2023-24,69.0,17.8,175,3325,19,3,479.6,1348.0,10,61,3,0,902.0,272.7,20,560,0.514,0.081,22,0.595,0.271,3,0.081,2.536,13,7,Dominic Solanke
Alexander,Isak,2023-24,84.0,41.0,172,2253,21,4,362.5,1054.0,7,41,1,0,877.4,229.3,23,645,0.839,0.16,25,0.999,0.28,1,0.04,2.048,14,7,Alexander Isak
Bruno,Borges Fernandes,2023-24,85.0,14.6,166,3118,10,9,1663.0,748.0,7,52,9,0,1101.6,351.3,24,729,0.289,0.26,19,0.548,0.202,9,0.26,1.953,15,7,Bruno Borges Fernandes
Declan,Rice,2023-24,55.0,6.2,165,3225,7,9,745.3,451.0,17,28,5,0,959.4,215.9,17,744,0.195,0.251,16,0.447,0.474,5,0.14,3.0,16,7,Declan Rice
Jean-Philippe,Mateta,2023-24,51.0,7.3,165,2274,16,7,404.0,741.0,8,44,3,0,775.0,191.9,22,563,0.633,0.277,23,0.91,0.317,3,0.119,3.235,16,7,Jean-Philippe Mateta
William,Saliba,2023-24,59.0,39.1,164,3420,2,1,152.1,140.0,18,29,4,0,697.2,99.1,13,781,0.053,0.026,3,0.079,0.474,4,0.105,2.78,18,7,William Saliba
Rodrigo,Hernandez,2023-24,56.0,6.1,159,2931,8,10,894.8,484.0,14,26,8,1,1043.8,242.3,19,737,0.246,0.307,18,0.553,0.43,10,0.307,2.839,19,7,Rodrigo Hernandez
Julián,Álvarez,2023-24,64.0,15.4,158,2644,11,11,1005.2,992.0,12,24,2,0,737.0,273.3,17,662,0.374,0.374,22,0.749,0.408,2,0.068,2.469,20,7,Julián Álvarez
Pascal,Groß,2023-24,61.0,4.1,153,3112,4,11,1674.9,434.0,7,50,6,0,988.6,309.9,29,724,0.116,0.318,15,0.434,0.202,6,0.174,2.508,21,7,Pascal Groß
Jordan,Pickford,2023-24,48.0,16.3,153,3420,0,0,43.4,0.0,13,51,5,0,969.2,101.3,22,734,0.0,0.0,0,0.0,0.342,5,0.132,3.188,21,7,Jordan Pickford
Bruno,Guimarães Rodriguez Moura,2023-24,58.0,3.3,153,3264,7,9,948.7,489.0,10,60,8,0,968.4,241.0,15,691,0.193,0.248,16,0.441,0.276,8,0.221,2.638,21,7,Bruno Guimarães Rodriguez Moura
